KdBar,Barcode,Nmbar,KdKel,NmKel,HBeli,HPokok,HJual,markup,StAwal,StMasuk,StKeluar
'8998866202732,'8998866202732,MILKU STRAWBERRY 200ML,BTL,MINUMAN,2650,2650,5000,88.67925,10,59,20
'8998009040283,'8998009040283,TEH KOTAK LESS SUGAR 300ML,BTL,MINUMAN,3000,3000,5000,66.66667,8,6,3
'8992388134106,'8992388134106,NIU GREEN TEA ROCK SUGAR 330ML,BTL,MINUMAN,3150,3150,5000,58.73016,9,34,10
'8992388101085,'8992388101085,NIU GREEN TEA 330ML,BTL,MINUMAN,3000,3102,5000,66.66667,10,33,13
'8998866201827,'8998866201827,TEH JAVANA GULA BATU 350ML,BTL,MINUMAN,2300,2300,5000,117.3913,7,18,20
'8997035601383,'8997035601383,POCARI SWEAT ION WATER 500ML,BTL,MINUMAN,6500,6555.56,9000,28.57143,8,25,25
'8991001780645,'8991001780645,TWISTER CHOCO 30G,WFR,WAFFER,2620,2620,4000,52.67176,6,41,25
'8997228610055,'8997228610055,DAEBAK SOJU GRAPE,BTL,MINUMAN,67500,67500,85000,25.92593,8,26,35
'8997009510369,'8997009510369,YOU-C1000 MANGO 140ML,BTL,MINUMAN,5325,5325,8000,50.23474,7,30,31
'6458,'6548,AQUA KECIL 1 DUS,AIR,AIR,35000,35000,50000,0,7,0,40
'1412345371513,'1412345371513,ROTI LINTANG BREAD ROLL 235GR,RTI,ROTI,7900,7900,9000,13.92405,5,2,0
'5554,'5564,ROTI LINTANG COKLAT KEJU 60GR,RTI,ROTI,2500,2500,3000,20,8,2,1
'2812345371312,'555,ROTI LINTANG CREAM BALL,RTI,ROTI,8700,8700,10000,14.94253,9,2,1
'564,'646,ROTI LINTANG KASUR SPECIAL 315,RTI,ROTI,10600,10600,12000,13.20755,8,2,5
'089686723007,'089686723007,CHIKI TWIST JAGUNNG BAKAR 15G,MKN,MAKANAN,900,900,2000,122.22222,8,10,5
'8996196005153,'8996196005153,PIATTOS SAPI PANGGANG 18G,MKN,MAKANAN,1750,1750,2500,42.85714,8,40,28
'0078,'0078,KAWA KAWA ANGGUR MERAH 600ML,ALC,ALCOHOL,54150,54150,75000,38.50416,8,54,58
'8992388101092,'8992388101092,NIU GREEN TEA MADU 330ML,BTL,MINUMAN,3000,3108.62,5000,66.66667,5,38,11
'8998009020193,'8998009020193,BUAVITA MANGGA 245ML,BTL,MINUMAN,7500,7500,10000,33.33333,8,20,33
'8992772485036,'8992772485036,COOLANT LYCHEE 350ML,BTL,MINUMAN,4350,4350,7000,60.91954,8,24,9
'8992775709108,'8992775709108,GOOD MOOD STRAWBERRY 450ML,BTL,MINUMAN,3650,3650,5000,36.9863,10,12,9
'8999178650235,'8999178650235,MAITOS BALADO 140G,MKN,MAKANAN,11200,11200,15000,33.92857,9,2,2
'089686611601,'089686611601,QTELA BARBEQUE 30G,MKN,MAKANAN,1750,1750,2500,42.85714,10,180,156
'8997009781585,'8997009781585,HYDRO COCO VITA-D 330ML,BTL,MINUMAN,7134,7134,9000,26.15643,9,6,4
'2708121336647,'2708121336647,STAPLES,,,1400,1400,2000,0,6,0,6
'8998866203258,'8998866203258,MIE SEDAP CUP BAKSO BLEDUK,,,4500,4500,7000,55.55556,7,9,15
'7622201430092,'7622201430092,OREO STRAWBERRY CREAM 38G,,,1792,1792,3000,67.41071,8,48,23
'8999999584122,'8999999584122,RINSO ANTI NODA + MOLTO,PK,PERAWATAN KULIT,14000,14000,17000,21.42857,10,5,4
'8998866603409,'8998866603409,SO KLIN RAPIKA 3 IN 1 LAVENDER,PK,PERAWATAN KULIT,5000,5000,8000,60,5,1,0
'8992772198011,'8992772198011,KISPRAY 300ML,PH,PENGHARUM,5000,5000,8000,60,10,1,0
'8992745480426,'8992745480426,HIT LYLY BLOSSOM 180ML,OBT,OBAT NYAMUK,11000,11000,15000,36.36364,8,3,2
'8991001501011,'8991001501011,DELFI CHIC CHOC BISCUIT 40G,CKL,COKELAT,7500,7500,10000,26.58228,9,7,2
'8991001122056,'8991001122056,DELFI FRUIT & NUT 40G,CKL,COKELAT,11900,11900,15000,26.05042,10,2,1
'8991001122025,'8991001122025,DELFI DAIRY MILK 40G,CKL,COKELAT,12000,12000,15000,26.05042,7,6,2
'8991001260185,'8991001260185,NOCKERS 30G,CKL,COKELAT,3600,3600,5000,38.88889,9,4,0
'8991001260192,'8991001260192,DELFI ZAP 35G,CKL,COKELAT,6449,6449,8000,42.85714,10,27,14
'7622210086679,'7622210086679,CADBURY FRUIT & NUT 30G,CKL,COKELAT,8500,8500,12000,37.93103,7,7,9
'8990333162051,'8990333162051,LOTTE XYLITOL FRESH MINT 11.6G,P,PERMEN,3400,3400,6000,76.47059,9,18,17
'8998685051306,'8998685051306,FROZZ MINT 15G,P,PERMEN,7500,7500,10000,33.33333,9,2,2
'8998685184301,'8998685184301,FROZZ COOL MINT 15G,P,PERMEN,7500,7500,10000,33.33333,10,1,1
'8998685052303,'8998685052303,FROZZ BARLEY MINT 15G,P,PERMEN,7500,7500,10000,33.33333,7,1,1
'8998685187302,'8998685187302,FROZZ X MINT 15G,P,PERMEN,7500,7500,10000,33.33333,6,2,1
'8998685011003,'8998685011003,HEXOS MINT 12.5G,P,PERMEN,1700,1700,4000,135.29412,6,34,8
'089686604450,'089686604450,JETZ CHOCOLATE 40G,MKN,,3400,3476.92,5000,42.85714,10,39,16
'089686605006,'089686605006,JETZ CHOCOLATE 65G,MKN,,5000,5000,7000,40,9,3,1
'8992931005181,'8992931005181,TISSUE TESSA ECOPLAS 50 SHEET,,,3500,3500,6000,71.42857,10,4,6
'8992931005099,'8992931005099,TISSUE TESSA 50 SHEET 3PLY,,,6500,6500,8000,23.07692,9,4,10
